symbol,price,quantity,side,ask_inclusive_of_buy_spread,buy_spread,timestamp
BTC-USD,98348.266162,1,ask,98353.642324,0.00005466,2024-12-11T06:04:09.746334553-05:00
BTC-USD,98337.22185,1,ask,98343.2537,0.00006134,2024-12-11T06:05:10.530503653-05:00
BTC-USD,98314.29465,1,ask,98319.5093,0.00005304,2024-12-11T06:06:11.364900457-05:00
BTC-USD,98321.320678,1,ask,98327.061356,0.00005839,2024-12-11T06:07:12.245190951-05:00
BTC-USD,98286.945,1,ask,98303,0.00016335,2024-12-11T06:08:13.079483189-05:00
BTC-USD,98306.260788,1,ask,98309.771576,0.00003571,2024-12-11T06:09:13.943577529-05:00
BTC-USD,98316.152324,1,ask,98328.045072,0.00012096,2024-12-11T06:10:14.768193702-05:00
BTC-USD,98324.84305,1,ask,98327.6061,0.0000281,2024-12-11T06:11:15.571317158-05:00
BTC-USD,98326.52,1,ask,98334.04,0.00007648,2024-12-11T06:12:16.375742136-05:00
BTC-USD,98323.776166,1,ask,98326.972332,0.00003251,2024-12-11T06:13:17.169506565-05:00
BTC-USD,98313.80219,1,ask,98316.52438,0.00002769,2024-12-11T06:14:18.023505918-05:00
BTC-USD,98329.25185,1,ask,98335.2837,0.00006134,2024-12-11T06:15:18.823449117-05:00
BTC-USD,98338.475,1,ask,98348.17,0.00009859,2024-12-11T06:16:19.674843889-05:00
BTC-USD,98461.667514,1,ask,98474.335028,0.00012865,2024-12-11T06:17:20.517914022-05:00
BTC-USD,98387.44,1,ask,98404,0.00016831,2024-12-11T06:18:21.272501182-05:00
BTC-USD,98441.51096,1,ask,98446.69192,0.00005263,2024-12-11T06:19:22.165673103-05:00
BTC-USD,98429.325,1,ask,98443,0.00013893,2024-12-11T06:20:23.003806783-05:00
BTC-USD,98417.575,1,ask,98426,0.0000856,2024-12-11T06:21:23.879479642-05:00
BTC-USD,98418.575,1,ask,98435,0.00016689,2024-12-11T06:22:24.721666862-05:00
BTC-USD,98324.537576,1,ask,98327.605152,0.0000312,2024-12-11T06:23:25.524491436-05:00
BTC-USD,98439.26806,1,ask,98443.96612,0.00004773,2024-12-11T06:24:26.390642315-05:00
BTC-USD,98449.030804,1,ask,98449.641608,0.0000062,2024-12-11T06:25:27.233727821-05:00
BTC-USD,98484.220312,1,ask,98487.160624,0.00002986,2024-12-11T06:26:28.057349184-05:00
BTC-USD,98468.115,1,ask,98480.08,0.00012151,2024-12-11T06:27:28.941248577-05:00
BTC-USD,98458.697246,1,ask,98465.324492,0.00006731,2024-12-11T06:28:29.802682303-05:00
BTC-USD,98484.812838,1,ask,98489.705676,0.00004968,2024-12-11T06:29:30.698837456-05:00
BTC-USD,98455.480696,1,ask,98457.461392,0.00002012,2024-12-11T06:30:31.563841693-05:00
BTC-USD,98461.825,1,ask,98478,0.00016428,2024-12-11T06:31:32.420437814-05:00
BTC-USD,98408.825,1,ask,98423,0.00014404,2024-12-11T06:32:33.235947609-05:00
BTC-USD,98430.325,1,ask,98439,0.00008813,2024-12-11T06:33:34.040230016-05:00
BTC-USD,98411.545,1,ask,98418.93,0.00007504,2024-12-11T06:34:34.907792969-05:00
BTC-USD,98445.714508,1,ask,98454.62524,0.00009051,2024-12-11T06:35:35.77758448-05:00
BTC-USD,98447.575,1,ask,98463,0.00015668,2024-12-11T06:36:36.591884228-05:00
BTC-USD,98437.457682,1,ask,98442.825364,0.00005453,2024-12-11T06:37:38.391982625-05:00
BTC-USD,98334.79,1,ask,98347,0.00012417,2024-12-11T06:38:39.229895236-05:00
BTC-USD,98299.78,1,ask,98307.9,0.0000826,2024-12-11T06:39:40.059779897-05:00
BTC-USD,98256.44841,1,ask,98262.31682,0.00005973,2024-12-11T06:40:40.85751119-05:00
BTC-USD,98271.994864,1,ask,98279.409728,0.00007545,2024-12-11T06:41:41.687043133-05:00
BTC-USD,98248.545,1,ask,98266.92,0.00018703,2024-12-11T06:42:42.499936729-05:00
BTC-USD,98238.945,1,ask,98252.87,0.00014175,2024-12-11T06:43:43.317888787-05:00
BTC-USD,98232.685,1,ask,98251.26,0.00018909,2024-12-11T06:44:44.160705664-05:00
BTC-USD,98291.064354,1,ask,98294.258708,0.0000325,2024-12-11T06:45:45.000322724-05:00
BTC-USD,98215.085,1,ask,98231,0.00016204,2024-12-11T06:46:45.887969785-05:00
BTC-USD,98237.962624,1,ask,98239.945248,0.00002018,2024-12-11T06:47:46.788538161-05:00
BTC-USD,98248.797244,1,ask,98253.584488,0.00004873,2024-12-11T06:48:47.610201453-05:00
BTC-USD,98198.09,1,ask,98213,0.00015184,2024-12-11T06:49:48.435988964-05:00
BTC-USD,98300.475,1,ask,98308.95,0.00008622,2024-12-11T06:50:49.322845988-05:00
BTC-USD,98351.134458,1,ask,98351.968916,0.00000848,2024-12-11T06:51:50.139309057-05:00
BTC-USD,98338.08,1,ask,98354,0.00016189,2024-12-11T06:52:50.96480215-05:00
BTC-USD,98371.450794,1,ask,98373.821588,0.0000241,2024-12-11T06:53:51.77766016-05:00
BTC-USD,98400.148422,1,ask,98403.736844,0.00003647,2024-12-11T06:54:52.659106906-05:00
BTC-USD,98319.909336,1,ask,98324.738672,0.00004912,2024-12-11T06:55:53.478070588-05:00
BTC-USD,98369.5,1,ask,98391,0.00021856,2024-12-11T06:56:54.241688985-05:00
BTC-USD,98361.879174,1,ask,98365.678348,0.00003862,2024-12-11T06:57:55.101297879-05:00
BTC-USD,98389.26,1,ask,98400.37,0.00011292,2024-12-11T06:58:55.947171246-05:00
BTC-USD,98354.020268,1,ask,98356.860536,0.00002888,2024-12-11T06:59:56.829060015-05:00
BTC-USD,98449.65094181,1,ask,99013.35029722,0.00572576,2024-12-11T07:00:57.698798108-05:00
BTC-USD,98448.439180319726144,1,ask,98999.75688981,0.00560007,2024-12-11T07:01:58.533442004-05:00
BTC-USD,98466.022803721461674,1,ask,99018.92449993,0.00561515,2024-12-11T07:02:59.376190951-05:00
BTC-USD,98462.289151582094692,1,ask,99013.80307541,0.00560127,2024-12-11T07:04:00.276000066-05:00
BTC-USD,98472.724639018778622,1,ask,99025.456929812849016,0.00561305,2024-12-11T07:05:01.114609589-05:00
BTC-USD,98444.181578212837972,1,ask,98997.342937514580636,0.00561904,2024-12-11T07:06:02.012138362-05:00
BTC-USD,98474.399429345052764,1,ask,99027.280181366400024,0.00561446,2024-12-11T07:07:02.850947871-05:00
BTC-USD,98464.662109770047964,1,ask,99018.010539372671964,0.00561977,2024-12-11T07:08:03.6753742-05:00
BTC-USD,98434.760177644059306,1,ask,98987.36000016842118,0.00561387,2024-12-11T07:09:04.464229291-05:00
BTC-USD,98431.133154,1,ask,98436.766308,0.00005723,2024-12-11T07:10:05.253229508-05:00
BTC-USD,98403.33,1,ask,98418,0.00014908,2024-12-11T07:11:06.096639747-05:00
BTC-USD,98331.75,1,ask,98336,0.00004322,2024-12-11T07:12:06.958232888-05:00
BTC-USD,98319.91059,1,ask,98320.72118,0.00000824,2024-12-11T07:13:07.809482066-05:00
BTC-USD,98374.880904,1,ask,98376.991808,0.00002146,2024-12-11T07:14:08.61327203-05:00
BTC-USD,98337.34,1,ask,98358,0.00021009,2024-12-11T07:15:09.419236329-05:00
BTC-USD,98311.986356,1,ask,98319.942712,0.00008093,2024-12-11T07:16:10.298331119-05:00
BTC-USD,98380.871498,1,ask,98385.712996,0.00004921,2024-12-11T07:17:11.114792557-05:00
BTC-USD,98452.130474,1,ask,98454.010948,0.0000191,2024-12-11T07:18:11.907717832-05:00
BTC-USD,98412.325,1,ask,98428,0.00015928,2024-12-11T07:19:12.738731378-05:00
BTC-USD,98404.944278,1,ask,98410.888556,0.00006041,2024-12-11T07:20:13.616173161-05:00
BTC-USD,98447.536364,1,ask,98453.972728,0.00006538,2024-12-11T07:21:14.407300276-05:00
BTC-USD,98455.609544,1,ask,98460.649088,0.00005119,2024-12-11T07:22:15.275005689-05:00
BTC-USD,98453.73193,1,ask,98462.078688,0.00008478,2024-12-11T07:23:16.138539663-05:00
BTC-USD,98445.845312,1,ask,98450.870624,0.00005105,2024-12-11T07:24:16.908884027-05:00
BTC-USD,98438.501212,1,ask,98446.112424,0.00007732,2024-12-11T07:25:17.94951206-05:00
BTC-USD,98444.911122,1,ask,98446.252244,0.00001362,2024-12-11T07:26:18.703891471-05:00
BTC-USD,98420.018622,1,ask,98426.467244,0.00006552,2024-12-11T07:27:19.490887956-05:00
BTC-USD,98335.33,1,ask,98348,0.00012884,2024-12-11T07:28:20.329261663-05:00
BTC-USD,98406.536384,1,ask,98409.172768,0.00002679,2024-12-11T07:29:21.149844191-05:00
BTC-USD,98400.345206,1,ask,98402.070412,0.00001753,2024-12-11T07:30:21.998982297-05:00
BTC-USD,98406.574004,1,ask,98411.948008,0.00005461,2024-12-11T07:31:22.812739927-05:00
