symbol,price,quantity,side,ask_inclusive_of_buy_spread,buy_spread,timestamp
ETH-USD,3669.9920525,1,ask,3670.020225,0.00000768,2024-12-10T22:18:54.725352824-05:00
ETH-USD,3668.9479475,1,ask,3668.96,0.00000329,2024-12-10T22:19:55.372111123-05:00
ETH-USD,3663.82097,1,ask,3663.83,0.00000246,2024-12-10T22:20:56.016188736-05:00
ETH-USD,3662.2918275,1,ask,3662.32,0.00000769,2024-12-10T22:21:56.626084136-05:00
ETH-USD,3657.5297375,1,ask,3657.57,0.00001101,2024-12-10T22:22:57.246001898-05:00
ETH-USD,3661.35694,1,ask,3661.37,0.00000357,2024-12-10T22:23:57.952539983-05:00
ETH-USD,3661.26903,1,ask,3661.42806,0.00004344,2024-12-10T22:24:58.603122598-05:00
ETH-USD,3661.9299625,1,ask,3661.94,0.00000274,2024-12-10T22:25:59.290345369-05:00
ETH-USD,3662.038426,1,ask,3662.12627,0.00002399,2024-12-10T22:27:00.262907244-05:00
ETH-USD,3667.2076475,1,ask,3667.26,0.00001428,2024-12-10T22:28:00.953388112-05:00
ETH-USD,3665.87291,1,ask,3665.89,0.00000466,2024-12-10T22:29:01.580342169-05:00
ETH-USD,3663.538805,1,ask,3663.59418,0.00001512,2024-12-10T22:30:02.206664073-05:00
